Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2021-2022 FTE,2022-2023 FTE,2022-2023 Approved,2022-2023 Adopted,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2021-2022 Budget,2021-01-01,District Office,100.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2022-2023 Proposed,2022-01-01,District Office,100.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2019-2020 Actual,2019-01-01,District Office,240.64
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2020-2021 Actual,2020-01-01,District Office,3585.9
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2021-2022 Budget,2021-01-01,District Office,1000.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2022-2023 Proposed,2022-01-01,District Office,1000.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2021-2022 Budget,2021-01-01,District Office,500.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2022-2023 Proposed,2022-01-01,District Office,500.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2019-2020 Actual,2019-01-01,District Office,760.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2020-2021 Actual,2020-01-01,District Office,570.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2021-2022 Budget,2021-01-01,District Office,1500.0
1.0,1002541001000000 - PLANT MGMT,100-2541-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002541001000000,PLANT MGMT,2022-2023 Proposed,2022-01-01,District Office,1500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,321.0,CLEAN SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,241.64
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,321.0,CLEAN SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,248.89
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,321.0,CLEAN SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,321.0,CLEAN SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,115.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,420.55
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,10000.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,10000.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,325.0,ELECTRICITY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,5486.33
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,325.0,ELECTRICITY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,4104.01
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,325.0,ELECTRICITY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,6500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,325.0,ELECTRICITY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,6500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,327.0,WATER & SEWAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,4486.76
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,327.0,WATER & SEWAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,3150.34
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,327.0,WATER & SEWAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,6000.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,327.0,WATER & SEWAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,6000.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,328.0,GARBAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,375.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,328.0,GARBAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,399.5
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,328.0,GARBAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,600.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,328.0,GARBAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,600.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,329.0,OTHER PROPERTY SRV,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,329.0,OTHER PROPERTY SRV,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,329.0,OTHER PROPERTY SRV,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,700.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,329.0,OTHER PROPERTY SRV,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,700.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,359.0,OTHER COMM SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,1071.3
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,359.0,OTHER COMM SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,1080.3
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,359.0,OTHER COMM SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,1300.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,359.0,OTHER COMM SRVS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,1300.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,539.46
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,1040.03
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,1200.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,1200.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,1475.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,40.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,100.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,100.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,653.0,PROP INS PREM,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2019-2020 Actual,2019-01-01,District Office,78499.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,653.0,PROP INS PREM,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2020-2021 Actual,2020-01-01,District Office,197977.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,653.0,PROP INS PREM,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2021-2022 Budget,2021-01-01,District Office,95500.0
1.0,1002542001000000 - BUILDINGS,100-2542-001-000,653.0,PROP INS PREM,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002542001000000,BUILDINGS,2022-2023 Proposed,2022-01-01,District Office,95500.0
1.0,1002543001000000 - GROUNDS,100-2543-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002543001000000,GROUNDS,2019-2020 Actual,2019-01-01,District Office,4328.8
1.0,1002543001000000 - GROUNDS,100-2543-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002543001000000,GROUNDS,2020-2021 Actual,2020-01-01,District Office,4480.2
1.0,1002543001000000 - GROUNDS,100-2543-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002543001000000,GROUNDS,2021-2022 Budget,2021-01-01,District Office,10600.0
1.0,1002543001000000 - GROUNDS,100-2543-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002543001000000,GROUNDS,2022-2023 Proposed,2022-01-01,District Office,10600.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2019-2020 Actual,2019-01-01,District Office,1539.97
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2020-2021 Actual,2020-01-01,District Office,1771.76
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2021-2022 Budget,2021-01-01,District Office,3000.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,322.0,REPAIR & MAINT SERVICE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2022-2023 Proposed,2022-01-01,District Office,3000.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2019-2020 Actual,2019-01-01,District Office,1617.32
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2020-2021 Actual,2020-01-01,District Office,1281.65
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2021-2022 Budget,2021-01-01,District Office,2200.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2022-2023 Proposed,2022-01-01,District Office,2200.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,542.0,REPL EQUIP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,542.0,REPL EQUIP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,542.0,REPL EQUIP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2021-2022 Budget,2021-01-01,District Office,35000.0
1.0,1002549001000000 - MAINT VEH,100-2549-001-000,542.0,REPL EQUIP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002549001000000,MAINT VEH,2022-2023 Proposed,2022-01-01,District Office,0.0
1.0,1002552001000000 - STUDENT TRANSP,100-2552-001-000,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002552001000000,STUDENT TRANSP,2019-2020 Actual,2019-01-01,District Office,377081.93
1.0,1002552001000000 - STUDENT TRANSP,100-2552-001-000,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002552001000000,STUDENT TRANSP,2020-2021 Actual,2020-01-01,District Office,339283.51
1.0,1002552001000000 - STUDENT TRANSP,100-2552-001-000,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002552001000000,STUDENT TRANSP,2021-2022 Budget,2021-01-01,District Office,380000.0
1.0,1002552001000000 - STUDENT TRANSP,100-2552-001-000,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002552001000000,STUDENT TRANSP,2022-2023 Proposed,2022-01-01,District Office,380000.0
1.0,1002558001320000 - SPED TRANSP,100-2558-001-320,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002558001320000,SPED TRANSP,2019-2020 Actual,2019-01-01,District Office,107842.33
1.0,1002558001320000 - SPED TRANSP,100-2558-001-320,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002558001320000,SPED TRANSP,2020-2021 Actual,2020-01-01,District Office,37477.04
1.0,1002558001320000 - SPED TRANSP,100-2558-001-320,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002558001320000,SPED TRANSP,2021-2022 Budget,2021-01-01,District Office,148000.0
1.0,1002558001320000 - SPED TRANSP,100-2558-001-320,331.0,REIMBUR STUDENT TRANS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002558001320000,SPED TRANSP,2022-2023 Proposed,2022-01-01,District Office,148000.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,17410.67
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,11312.58
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,10300.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,131.0,PREMIUM PAY,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,16600.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,1411.9
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,469.75
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,1300.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,2106.53
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,1237.95
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,965.5
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,1149.82
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,1134.66
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,1287.35
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,395.03
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,929.14
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,1323.67
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,865.01
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,900.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,1303.1
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,200.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,200.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,354.0,ADVERTISING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,354.0,ADVERTISING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,354.0,ADVERTISING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,1000.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,354.0,ADVERTISING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,1000.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,1238.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,1629.95
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2021-2022 Budget,2021-01-01,District Office,1000.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2022-2023 Proposed,2022-01-01,District Office,1000.0
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2019-2020 Actual,2019-01-01,District Office,800.66
1.0,1002640001000000 - STAFF SERVICES,100-2640-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002640001000000,STAFF SERVICES,2020-2021 Actual,2020-01-01,District Office,1559.08
